4.620000000000000000e+02,7.950000000000000000e+02
2.700000000000000000e+02,1.710000000000000000e+02
7.450000000000000000e+02,1.121000000000000000e+03
2.850000000000000000e+02,1.185000000000000000e+03
5.550000000000000000e+02,4.660000000000000000e+02
7.690000000000000000e+02,9.710000000000000000e+02
1.610000000000000000e+02,8.120000000000000000e+02
8.730000000000000000e+02,8.260000000000000000e+02
5.830000000000000000e+02,1.387000000000000000e+03
5.940000000000000000e+02,9.730000000000000000e+02
4.720000000000000000e+02,6.730000000000000000e+02
3.270000000000000000e+02,3.900000000000000000e+02
7.390000000000000000e+02,6.290000000000000000e+02
4.250000000000000000e+02,5.700000000000000000e+01
4.780000000000000000e+02,1.225000000000000000e+03
1.022000000000000000e+03,9.750000000000000000e+02
6.670000000000000000e+02,1.197000000000000000e+03
9.240000000000000000e+02,1.078000000000000000e+03
6.960000000000000000e+02,8.420000000000000000e+02
4.000000000000000000e+02,1.309000000000000000e+03
4.000000000000000000e+00,9.820000000000000000e+02
6.250000000000000000e+02,1.297000000000000000e+03
5.690000000000000000e+02,1.062000000000000000e+03
2.890000000000000000e+02,2.960000000000000000e+02
6.150000000000000000e+02,7.020000000000000000e+02
4.400000000000000000e+02,3.950000000000000000e+02
3.470000000000000000e+02,5.610000000000000000e+02
7.400000000000000000e+02,1.302000000000000000e+03
8.250000000000000000e+02,1.059000000000000000e+03
8.590000000000000000e+02,9.540000000000000000e+02
7.220000000000000000e+02,7.200000000000000000e+02
3.880000000000000000e+02,2.580000000000000000e+02
1.850000000000000000e+02,2.090000000000000000e+02
8.750000000000000000e+02,1.185000000000000000e+03
1.180000000000000000e+02,9.350000000000000000e+02
9.260000000000000000e+02,6.910000000000000000e+02
5.190000000000000000e+02,9.540000000000000000e+02
1.730000000000000000e+02,1.193000000000000000e+03
7.150000000000000000e+02,1.035000000000000000e+03
7.400000000000000000e+02,9.010000000000000000e+02
8.940000000000000000e+02,1.016000000000000000e+03
2.310000000000000000e+02,7.740000000000000000e+02
2.290000000000000000e+02,1.254000000000000000e+03
3.840000000000000000e+02,6.850000000000000000e+02
6.510000000000000000e+02,9.550000000000000000e+02
4.530000000000000000e+02,8.800000000000000000e+02
3.490000000000000000e+02,1.130000000000000000e+02
3.660000000000000000e+02,8.330000000000000000e+02
7.940000000000000000e+02,1.211000000000000000e+03
5.290000000000000000e+02,7.770000000000000000e+02
4.960000000000000000e+02,4.700000000000000000e+01
9.560000000000000000e+02,9.340000000000000000e+02
6.580000000000000000e+02,6.350000000000000000e+02
2.060000000000000000e+02,2.840000000000000000e+02
9.600000000000000000e+01,1.069000000000000000e+03
7.890000000000000000e+02,6.680000000000000000e+02
5.830000000000000000e+02,1.166000000000000000e+03
4.810000000000000000e+02,4.630000000000000000e+02
3.480000000000000000e+02,1.340000000000000000e+03
4.020000000000000000e+02,5.820000000000000000e+02
4.380000000000000000e+02,1.270000000000000000e+02
5.300000000000000000e+02,1.363000000000000000e+03
6.010000000000000000e+02,8.460000000000000000e+02
6.760000000000000000e+02,5.680000000000000000e+02
3.590000000000000000e+02,4.610000000000000000e+02
9.250000000000000000e+02,1.231000000000000000e+03
3.310000000000000000e+02,1.262000000000000000e+03
6.560000000000000000e+02,1.123000000000000000e+03
5.740000000000000000e+02,6.840000000000000000e+02
5.080000000000000000e+02,5.710000000000000000e+02
7.640000000000000000e+02,7.950000000000000000e+02
