4.210000000000000000e+02,4.330000000000000000e+02
3.960000000000000000e+02,6.380000000000000000e+02
7.790000000000000000e+02,1.364000000000000000e+03
1.230000000000000000e+02,1.027000000000000000e+03
5.670000000000000000e+02,6.100000000000000000e+02
2.900000000000000000e+02,1.068000000000000000e+03
5.170000000000000000e+02,8.890000000000000000e+02
3.050000000000000000e+02,6.320000000000000000e+02
2.670000000000000000e+02,1.025000000000000000e+03
0.000000000000000000e+00,8.260000000000000000e+02
1.670000000000000000e+02,1.408000000000000000e+03
2.370000000000000000e+02,1.345000000000000000e+03
5.750000000000000000e+02,5.090000000000000000e+02
9.960000000000000000e+02,9.580000000000000000e+02
9.330000000000000000e+02,8.980000000000000000e+02
6.800000000000000000e+02,1.364000000000000000e+03
2.920000000000000000e+02,3.490000000000000000e+02
4.030000000000000000e+02,1.164000000000000000e+03
9.200000000000000000e+01,1.257000000000000000e+03
9.730000000000000000e+02,2.900000000000000000e+02
4.490000000000000000e+02,1.062000000000000000e+03
8.110000000000000000e+02,1.360000000000000000e+02
9.440000000000000000e+02,2.820000000000000000e+02
1.360000000000000000e+02,2.030000000000000000e+02
2.270000000000000000e+02,5.220000000000000000e+02
9.940000000000000000e+02,8.650000000000000000e+02
2.600000000000000000e+01,1.004000000000000000e+03
1.520000000000000000e+02,7.040000000000000000e+02
2.410000000000000000e+02,4.940000000000000000e+02
3.150000000000000000e+02,1.217000000000000000e+03
7.020000000000000000e+02,5.720000000000000000e+02
3.440000000000000000e+02,6.300000000000000000e+02
4.320000000000000000e+02,3.200000000000000000e+02
2.830000000000000000e+02,8.480000000000000000e+02
2.520000000000000000e+02,9.780000000000000000e+02
9.170000000000000000e+02,1.329000000000000000e+03
9.170000000000000000e+02,1.131000000000000000e+03
7.000000000000000000e+01,9.150000000000000000e+02
2.340000000000000000e+02,7.900000000000000000e+01
7.410000000000000000e+02,5.480000000000000000e+02
8.050000000000000000e+02,7.900000000000000000e+02
6.540000000000000000e+02,3.180000000000000000e+02
2.410000000000000000e+02,1.014000000000000000e+03
1.260000000000000000e+02,1.500000000000000000e+02
1.220000000000000000e+02,7.520000000000000000e+02
4.410000000000000000e+02,1.030000000000000000e+03
2.530000000000000000e+02,6.100000000000000000e+02
1.400000000000000000e+01,3.700000000000000000e+01
1.004000000000000000e+03,1.134000000000000000e+03
4.260000000000000000e+02,1.112000000000000000e+03
3.600000000000000000e+02,3.180000000000000000e+02
9.020000000000000000e+02,6.340000000000000000e+02
4.610000000000000000e+02,5.380000000000000000e+02
1.410000000000000000e+02,5.030000000000000000e+02
4.990000000000000000e+02,2.890000000000000000e+02
4.000000000000000000e+01,5.210000000000000000e+02
8.100000000000000000e+02,1.120000000000000000e+02
6.300000000000000000e+01,1.259000000000000000e+03
3.180000000000000000e+02,4.410000000000000000e+02
8.750000000000000000e+02,6.490000000000000000e+02
1.013000000000000000e+03,6.980000000000000000e+02
5.860000000000000000e+02,1.357000000000000000e+03
5.600000000000000000e+01,1.288000000000000000e+03
2.210000000000000000e+02,8.580000000000000000e+02
6.870000000000000000e+02,3.480000000000000000e+02
8.800000000000000000e+02,1.120000000000000000e+02
3.100000000000000000e+01,3.760000000000000000e+02
9.560000000000000000e+02,3.380000000000000000e+02
9.530000000000000000e+02,6.210000000000000000e+02
2.530000000000000000e+02,5.820000000000000000e+02
1.890000000000000000e+02,2.500000000000000000e+01
5.250000000000000000e+02,5.700000000000000000e+01
6.710000000000000000e+02,1.318000000000000000e+03
7.740000000000000000e+02,1.396000000000000000e+03
6.430000000000000000e+02,5.280000000000000000e+02
3.230000000000000000e+02,1.371000000000000000e+03
1.004000000000000000e+03,1.254000000000000000e+03
7.370000000000000000e+02,6.800000000000000000e+01
9.430000000000000000e+02,8.340000000000000000e+02
3.030000000000000000e+02,1.390000000000000000e+03
9.800000000000000000e+01,1.353000000000000000e+03
6.800000000000000000e+01,1.224000000000000000e+03
6.020000000000000000e+02,2.670000000000000000e+02
9.900000000000000000e+01,1.378000000000000000e+03
6.720000000000000000e+02,1.047000000000000000e+03
2.880000000000000000e+02,5.000000000000000000e+01
6.460000000000000000e+02,1.550000000000000000e+02
9.450000000000000000e+02,2.310000000000000000e+02
9.290000000000000000e+02,4.550000000000000000e+02
1.060000000000000000e+02,4.800000000000000000e+02
8.000000000000000000e+01,4.000000000000000000e+02
2.120000000000000000e+02,9.860000000000000000e+02
1.007000000000000000e+03,6.270000000000000000e+02
5.950000000000000000e+02,9.300000000000000000e+01
3.310000000000000000e+02,7.610000000000000000e+02
2.200000000000000000e+01,1.104000000000000000e+03
1.750000000000000000e+02,6.520000000000000000e+02
9.550000000000000000e+02,3.930000000000000000e+02
1.190000000000000000e+02,6.400000000000000000e+02
8.610000000000000000e+02,8.520000000000000000e+02
8.080000000000000000e+02,9.150000000000000000e+02
9.270000000000000000e+02,1.384000000000000000e+03
9.650000000000000000e+02,1.057000000000000000e+03
7.890000000000000000e+02,3.000000000000000000e+01
2.760000000000000000e+02,1.359000000000000000e+03
9.770000000000000000e+02,1.268000000000000000e+03
7.910000000000000000e+02,3.750000000000000000e+02
2.620000000000000000e+02,8.720000000000000000e+02
2.550000000000000000e+02,1.313000000000000000e+03
9.630000000000000000e+02,2.110000000000000000e+02
1.800000000000000000e+01,8.600000000000000000e+01
2.400000000000000000e+01,1.207000000000000000e+03
9.930000000000000000e+02,3.470000000000000000e+02
9.950000000000000000e+02,9.000000000000000000e+01
9.690000000000000000e+02,1.203000000000000000e+03
1.890000000000000000e+02,7.540000000000000000e+02
6.430000000000000000e+02,1.049000000000000000e+03
